,SF ID,Dealer ID,Account Creation Date,Account Name,Mailing State,No. of Employees,Residential HVAC Sales Per Year,Years in Business,HVAC Brand #1,HVAC Brand #2,CEL MKT,Currently offers Consumer Financing?,# of Apps 2017,# of Apps 2018,# of Apps 2019,NumofQuotes,NumofQuotes_Approved,NumofQuotes_Declined,NumofQuotes_Funded,Approve_Rate,Decline_Rate,Fund_Rate,Latency_days,quoteCreditScore
88,001U000001cX8Gw,C15363,2016-01-18,Mike Smith Heating & Air Conditioning LLC,LA,7,"500,000-999,999",30,Ruud,-,-,Yes,6,5,3,20.0,4.0,6.0,10.0,0.2,0.3,0.5,613.5883106001157,649.45
89,001U000001cX8Ha,C15364,2016-01-18,Plessala Heat & A/C,TX,1,"100,000-499,999",25,Ruud,-,-,No,0,0,0,6.0,0.0,3.0,3.0,0.0,0.5,0.5,96.5459168923611,600.0
90,001U000001cX8Hz,C15365,2016-01-18,Rutty and Morris LLC,TX,20,"2,500,000-4,999,999",-,Ruud,Bryant,-,Yes,16,6,13,41.0,4.0,16.0,21.0,0.0975609756097561,0.3902439024390244,0.5121951219512195,733.9912441720304,665.6829268292682
91,001U000001cX8IY,C15366,2016-01-18,Ryman Cooling & Heating Services,FL,2,"500,000-999,999",-,Lennox,Goodman,-,No,0,0,0,,,,,,,,,
92,001U000001cX8Ix,C15367,2016-01-18,Southeast Heating & A/C,LA,1,"500,000-999,999",20,Ruud,-,-,Yes,0,0,0,3.0,1.0,0.0,2.0,0.3333333333333333,0.0,0.6666666666666666,163.87401194830247,709.0
93,001U000001cX8K5,C15368,2016-01-18,Umbrella Mechanical Services HVAC,VA,3,"100,000-499,999",-,Goodman,Bryant,-,No,0,0,0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,137.3589631597222,653.0
94,001U000001cX8WZ,C15369,2016-01-18,Burris Heat and Air,AR,9,"500,000-999,999",-,Frigidaire,Trane,-,Yes,8,0,0,20.0,2.0,11.0,7.0,0.1,0.55,0.35,302.76134883680555,552.65
95,001U000001cX9EP,C15370,2016-01-18,Credit Loan Approvals,FL,-,-,-,-,-,-,-,0,0,0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,71.6550840625,697.0
96,001U000001cX8t7,C15371,2016-01-18,Mac's Plumbing,OK,5,"100,000-499,999",-,Armstrong,Carrier,-,No,0,0,0,,,,,,,,,
97,001U000001cXWSL,C15372,2016-01-19,Residential Experts Heating & Cooling,LA,3,"100,000-499,999",-,Goodman,Rheem,-,No,0,1,3,5.0,0.0,1.0,4.0,0.0,0.2,0.8,994.8553911041665,705.6
98,001U000001cXWlz,C15373,2016-01-19,Airstream Heating and Cooling LLC,NJ,4,"100,000-499,999",-,Goodman,Coleman,-,No,2,1,0,6.0,2.0,1.0,3.0,0.3333333333333333,0.16666666666666666,0.5,380.1313930169753,681.5
99,001U000001cYRUz,C15374,2016-01-21,Break Heating and Cooling,MO,1,"0-99,999",-,Ruud,-,-,No,0,1,0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,493.26578954282405,657.5
100,001U000001cYRWW,C15375,2016-01-21,Right Now Services DO NOT FUND,MO,5,"100,000-499,999",-,Rheem,Carrier,-,No,2,0,5,7.0,1.0,3.0,3.0,0.14285714285714285,0.42857142857142855,0.42857142857142855,1030.1694885598545,636.7142857142857
101,001U000001cYRYI,C15376,2016-01-21,KCJ Maintenance & Repair LLC,GA,3,"100,000-499,999",-,-,-,-,No,0,1,0,3.0,0.0,2.0,1.0,0.0,0.6666666666666666,0.3333333333333333,424.4655228780864,589.3333333333334
102,001U000001cYRce,C15377,2016-01-21,K&J Mechanical LLC,VA,15,"1,000,000-2,499,999",-,Goodman,Trane,-,Yes,8,14,2,31.0,7.0,15.0,9.0,0.22580645161290322,0.4838709677419355,0.2903225806451613,624.0861163254182,644.4193548387096
103,001U000001cYRdw,C15378,2016-01-21,DeSousa Oil & Service Corp.,PA,8,"100,000-499,999",60,Tempstar,Fujitsu,-,No,3,1,1,8.0,3.0,4.0,1.0,0.375,0.5,0.125,487.59001978298613,628.0
104,001U000001cYRef,C15379,2016-01-21,Southern Comfort Air Heat & Plumbing LLC,TN,6,"500,000-999,999",14,American Standard,Ruud,-,No,4,4,6,17.0,1.0,7.0,9.0,0.058823529411764705,0.4117647058823529,0.5294117647058824,801.5295633095043,637.9411764705883
105,001U000001cYRfd,C15380,2016-01-21,Dent Turner DBA Dent Turner A/C Sales,MS,1,"500,000-999,999",-,Ruud,LG,-,Yes,0,0,0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,326.5221920949074,488.0
106,001U000001cYuzD,C15381,2016-01-22,Artic Air Conditioning,TX,17,"1,000,000-2,499,999",-,American Standard,Trane,-,Yes,3,1,4,17.0,4.0,8.0,5.0,0.23529411764705882,0.47058823529411764,0.29411764705882354,508.4746815754357,647.5882352941177
107,001U000001cYv0L,C15382,2016-01-22,"George E. Kornahrens, Jr.",SC,4,"0-99,999",-,Goodman,Heil,-,No,0,0,0,,,,,,,,,
108,001U000001cYv1Y,C15383,2016-01-22,Greater Air Care Specialists LLC,TX,1,"100,000-499,999",-,Carrier,Goodman,-,No,8,2,3,33.0,3.0,16.0,14.0,0.09090909090909091,0.48484848484848486,0.42424242424242425,412.032090333193,633.2727272727273
109,001U000001cYv3Q,C15384,2016-01-22,JNS Air Conditioning,CA,7,"500,000-999,999",-,Tempstar,York,-,Yes,0,0,0,4.0,1.0,3.0,0.0,0.25,0.75,0.0,18.398556510416668,581.25
110,001U000001cYv4p,C15385,2016-01-22,Tempur Air Systems Inc,FL,0,"0-99,999",-,Day &amp; Night,-,-,No,0,0,0,2.0,1.0,1.0,0.0,0.5,0.5,0.0,97.93212548032407,615.5
111,001U000001cYvMd,C15386,2016-01-22,Watson Mechanical,TX,2,"0-99,999",1,Ruud,Goodman,-,No,0,5,0,6.0,2.0,2.0,2.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,811.1540665470678,667.0
112,001U000001cYvNR,C15387,2016-01-22,Zook Heating and Cooling,MI,1,"100,000-499,999",-,Coleman,Trane,-,No,0,0,0,,,,,,,,,
113,0010B00001oEbEp,A10553,2016-01-26,Saber 7,MI,2,"100,000-499,999",-,Westinghouse,Goodman,-,No,0,1,0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,741.6603153935185,697.0
114,001U000001craJx,C15388,2016-01-26,Higgins Heating & Cooling,MS,1,"100,000-499,999",13,Rheem,-,-,No,0,0,0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,305.588862349537,512.0
115,001U000001craLy,C15389,2016-01-26,Gig Harbor Heating and A/C,WA,7,"500,000-999,999",-,american standard,Mistubishi,-,No,0,0,0,3.0,0.0,2.0,1.0,0.0,0.6666666666666666,0.3333333333333333,78.4587448263889,695.3333333333334
116,001U000001craNL,C15390,2016-01-26,Fisher HVAC,UT,0,"100,000-499,999",-,American Standard,Ruud,-,Yes,0,0,0,,,,,,,,,
117,001U000001craPg,C15391,2016-01-26,Calderon Services,TX,8,"100,000-499,999",-,Trane,-,-,No,1,0,0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,319.52467112268516,716.0
118,001U000001craQj,C15392,2016-01-26,Whole Home Comfort,OH,2,"0-99,999",-,Armstrong,-,-,No,12,8,5,36.0,1.0,12.0,23.0,0.027777777777777776,0.3333333333333333,0.6388888888888888,607.6493145807613,713.0
119,001U000001craRc,C15393,2016-01-26,Elite-Air Heating and Cooling,MO,1,"100,000-499,999",-,Lennox,Carrier,-,Yes,3,5,4,13.0,1.0,8.0,4.0,0.07692307692307693,0.6153846153846154,0.3076923076923077,860.8538462179487,471.84615384615387
120,001U000001craT4,C15394,2016-01-26,"Bob Jay's Heating, Air Conditioning, & Plumbing",TX,16,"100,000-499,999",-,Goodman,Rheem,-,Yes,2,0,0,8.0,0.0,5.0,3.0,0.0,0.625,0.375,222.1991141116898,539.5
121,001U000001craUq,C15395,2016-01-26,"Renna Enterprises, Inc.",FL,13,"500,000-999,999",-,Goodman,Trane,-,No,1,0,1,9.0,2.0,4.0,3.0,0.2222222222222222,0.4444444444444444,0.3333333333333333,466.3360541152263,553.6666666666666
